RefSt,Sensor_O3,Temp,RelHum
60.39880223,72.3305337,29.4637883,60.12729805
33.24963889,40.6519337,34.64916667,41.155
20.75206704,40.6519337,37.61927374,28.98351955
39.08672222,63.51274788,29.75805556,51.30833333
33.73958217,52.3796034,27.6632312,48.69637883
26.86354749,45.66158537,34.18463687,35.26731844
18.42580556,34.37288136,38.82166667,25.7475
29.36411111,51.79378531,30.68833333,44.53194444
27.58955432,54.98863636,26.71420613,43.68607242
20.44672222,42.94630872,34.22194444,30.88638889
18.1170195,36.93930636,39.01977716,25.31643454
33.82863889,56.0960452,29.85388889,49.23805556
29.25277778,61.45454545,26.64472222,43.575
23.45286111,50.02464789,34.15583333,32.39027778
18.48827778,39.44759207,38.65138889,28.34361111
35.6475766,65.73219373,30.06657382,48.74178273
33.81476323,55.42209632,27.27771588,49.60445682
31.18638889,55.00289855,33.35583333,35.20222222
23.18816667,38.59330144,36.65333333,29.20027778
41.35191667,46.25722,30.59861111,50.41166667
52.84688022,56.59330144,26.87047354,58.96963788
35.72727019,49.25,33.30835655,41.94261838
25.42459384,50.93142857,37.96218487,29.19663866
44.28188889,70.94915254,30.00527778,49.87444444
67.18196106,74.18181818,27.33783032,60.17663421
42.77259905,70.48397436,32.55800317,45.7229794
30.25053571,62.25981873,37.70238095,29.83541667
61.79763889,89.16147309,30.63777778,53.80444444
28.81552381,35.33711048,48.09047619,20.08690476
23.37202381,63.97175141,38.15821727,33.46072423
29.10487465,58.77903683,30.45055556,57.97055556
45.20536111,73.50564972,28.14388889,63.61
82.38544444,84.55084746,44.81969697,28.32575758
13.38333333,47.43661972,37.41574074,40.68425926
13.54435185,35.84883721,30.03983287,56.7643454
22.55727019,47.12886598,27.82913165,63.30112045
41.92462185,54.44759207,33.67521127,48.36760563
27.55476056,48.14730878,36.30367232,40.39350282
20.78923729,44.53107345,30.48575419,60.57346369
60.12829609,86.10451977,28.43513514,65.16858108
80.63388514,85.34659091,27.40611111,68.04722222
23.13183333,62.08943089,39.73286517,33.46488764
18.30308989,48.57223796,30.72027778,49.7225
37.22813889,73.61581921,28.52931034,60.66738506
45.00231322,81.74295775,27.65351682,62.36941896
22.75269113,42.59405941,41.26399217,28.11076321
10.26003914,44.10600707,30.85388889,47.73083333
24.37283333,66.90112994,37.7921875,29.96458333
19.99989486,72.456,30.41861111,47.45722222
15.99989486,29.33333333,28.69554318,58.96908078
13.45380208,27.99716714,28.51194444,57.57527778
21.51405556,37.05084746,39.23203343,29.11281337
30.01462396,34.98290598,31.59833333,43.96138889
13.40872222,25.55367232,29.81922006,54.40194986
7.870250696,23.88700565,29.72668539,47.56825843
16.85036111,33.14730878,39.3779661,30.28135593
16.23398329,32.15909091,32.93861111,38.94555556
8.491095506,27.32011331,30.79303621,48.57548747
7.233983051,23.67816092,30.79972222,48.64888889
14.83255556,47.14164306,41.5543662,29.36478873
15.72328691,35.47025496,33.88277778,42.02944444
10.08511111,24.0368272,30.42952646,54.86072423
5.881267606,18.31549296,30.65111111,49.22944444
16.59183333,28.8101983,41.46629526,27.43008357
10.11824513,16.25782,35.58416667,43.22138889
4.977611111,15.52787,30.49972145,51.08662953
2.836350975,14.2567,30.15238095,45.9232493
11.46475,37.18079096,40.00277778,27.95611111
7.355598886,43.06018519,31.78138889,44.49083333
6.630728291,14.35783,29.87548747,55.20835655
6.212805556,13.68943,29.32709497,46.09162011
12.77208333,24.5362,39.75972222,25.84527778
14.60083565,20.4673,32.66555556,41.96111111
11.53944134,32.89166667,28.98715084,55.58938547
7.907694444,30.73446328,28.15113636,46.434375
20.342,48.64872521,39.79692737,24.0452514
18.19307263,47.70056497,32.73222222,43.15027778
11.13875,39.12747875,28.28913649,55.29721448
7.602569832,32.04829545,27.64094708,53.07130919
17.93722222,62.57909605,39.28527778,24.11138889
20.53983287,51.90084986,31.96916667,42.71083333
12.42030641,47.72727273,28.26016713,56.6454039
7.772916667,47.72727273,27.19222222,55.53277778
24.63358333,47.72727273,41.3735376,27.76545961
21.735961,47.72727273,33.33944444,42.14138889
14.34722222,45.07037037,28.35208914,55.12729805
9.245125348,23.61864407,27.04583333,58.45111111
20.21233333,35.12747875,41.4325,30.24972222
23.70150418,29.77840909,33.25416667,38.69388889
19.15841667,25.54084507,28.02952646,52.08022284
5.344222222,19.88135593,27.33694444,51.92694444
12.59591667,28.30681818,42.595,28.04666667
10.03874652,36.88068182,33.05944444,48.04333333
7.360555556,32.31920904,28.57270195,59.62395543
3.969138889,18.85875706,28.46888889,57.18277778
8.653805556,31.65155807,39.68555556,30.07638889
15.08250696,45.06798867,31.19,46.06472222
8.920166667,28.31638418,26.96824513,54.99637883
2.192833333,10.51694915,26.57943662,52.1171831
6.063055556,28.16101695,36.72428571,32.49542857
11.07289694,29.03672316,30.80861111,43.04277778
4.457267606,27.44350282,25.5729805,53.4
1.188142857,28.86685552,24.81114206,57.47270195
4.187,47.97733711,39.17478992,26.81820728
5.08281337,46.84659091,31.22861111,40.75972222
3.823760446,40.7733711,26.10947075,56.14707521
3.136862745,33.87889273,25.40388889,56.76694444
8.432944444,44.18696884,39.28659794,28.46391753
9.180891365,48.64022663,31.03472222,45.62611111
7.184611111,37.83615819,26.74178273,56.40278552
5.459484536,20.51977401,26.69972145,57.23203343
9.365305556,28.21246459,38.88083333,30.00916667
12.19334262,30.44475921,31.67555556,43.80027778
7.709220056,30.74011299,27.44651811,54.9189415
2.045361111,26.76770538,26.97916667,56.08055556
4.832916667,43.48870056,40.51,26.02916667
6.069888579,43.50424929,32.90055866,45.16620112
6.010277778,34.26136364,28.08300836,57.41671309
3.865638889,25.24858757,27.66361111,57.74611111
10.6472905,32.01416431,41.38083333,27.85861111
13.0475766,34.44886364,34.21416667,44.24472222
8.477888889,27.77142857,29.78495822,55.41142061
4.201027778,22.33898305,29.80311615,53.83824363
7.822888889,32.39265537,39.90277778,32.54333333
9.199192201,28.42045455,38.34027778,37.83333333
5.594164306,34.03107345,32.41587744,49.29888579
2.744166667,27.07932011,30.60138889,45.53138889
4.8705,44.83898305,38.84611111,32.46166667
5.310473538,43.10227273,37.98194444,39.17111111
7.164777778,41.71662125,32.0545961,49.67075209
4.220166667,36.45042493,29.78136095,45.79704142
10.94197222,40.12146893,38.08916667,29.055
10.98905292,49.56534091,35.80381679,39.60076336
8.376597633,41.20679887,31.94731183,49.64301075
6.771472222,24.80225989,38.27486034,34.15307263
11.67832061,40.70538244,32.36972222,48.86611111
10.53873,27.9490085,27.50501393,56.7908078
7.916129032,37.37110482,26.90166667,63.5325
7.100195531,20.43502825,37.44611111,33.53888889
10.02152778,22.86402266,32.08444444,50.6425
17.0854039,29.42329545,27.22061281,66.88523677
12.99166667,26.85135135,27.14818942,65.29470752
3.568638889,26.85135135,36.31166667,42.03222222
9.523166667,26.85135135,31.7175,51.31027778
18.95988858,26.85135135,27.80389972,61.24735376
10.63961003,19.82716049,27.32896936,63.63064067
3.787694444,12.88513514,33.47486034,50.33938547
5.4425,31.33711048,30.35805556,47.04416667
5.92643454,39.56214689,27.10807799,54.33788301
5.949164345,23.32515337,26.73197674,57.8872093
3.85103352,18.87288136,35.10827068,32.48834586
9.608416667,46.30594901,38.8,25.1
7.463509749,44.71022727,37.33766234,27.84025974
16.06453488,30.76271186,36.66095506,32.10140449
10.81650376,20.74709302,33.49694444,44.1375
9.273793103,31.09348442,29.21142061,50.20306407
9.273793103,32.11647727,28.60649718,44.00367232
9.672467532,28.42937853,34.73432836,34.85373134
10.50179775,34.66855524,37.11388889,31.11111111
11.70144444,46.56090652,39.31592179,24.53603352
8.136545961,51.84985836,34.41,37.6125
11.01519774,36.89772727,28.67158774,51.84261838
9.968955224,28.70408163,28.81086351,43.2545961
7.596016754,28.70408163,40.87352113,22.05126761
5.596016754,28.70408163,34.13117978,42.10786517
7.706944444,31.325,28.75097493,54.74011142
4.743715084,23.1920904,28.14265537,51.69265537
8.242916667,41.60339943,40.83664773,28.50852273
7.327548747,36.13597734,33.89416667,42.63666667
4.070027855,30.85028249,28.3729805,57.98412256
3.726676056,27.13276836,27.9217765,54.79398281
6.721067416,46.5184136,34.60960452,36.47966102
5.755181058,47.60339943,34.84122563,35.95264624
4.875423729,32.81350482,34.50389972,36.83844011
3.868039773,29.47175141,34.4952,36.8636
8.452305556,57.61756374,39.30837989,29.6424581
5.270286533,38.5511811,27.0251938,68.46046512
4.065988701,31.42809365,31.42905028,55.63798883
8.45718663,47.45325779,36.67166667,39.25472222
9.566267409,48.74147727,29.28272981,60.24038997
9.92908,50.80669145,26.79942693,65.56303725
4.539608939,34.18696884,31.29380282,51.76028169
9.711361111,56.14730878,35.68222222,35.39416667
23.45155303,33.49858357,28.59498607,53.48412256
17.26003876,32.68271955,25.93044693,61.52541899
5.003100559,32.07102273,32.47114846,46.15042017
11.62575,54.24645892,37.0325,36.09222222
17.15827298,52.69318182,28.78774373,56.48857939
9.985472779,36.07344633,25.93910615,64.99301676
2.561746479,14.63559322,32.63156425,48.47430168
3.62075,20.76203966,37.06777778,37.60444444
5.291420613,26.60056657,29.81337047,57.87130919
4.551955307,21.53824363,27.39498607,65.20779944
4.40487395,16.24293785,31.87319885,51.6573487
7.791583333,25.57344633,37.07632312,37.2
8.940306407,28.7223796,29.53259053,58.25236769
7.003156425,25.26553672,26.90362117,65.27938719
6.432094972,23.72033898,31.10055866,53.19748603
9.278166667,34.96306818,36.71638889,38.67222222
13.83899721,39.55524079,28.74986072,57.93649025
9.845487465,34.17948718,25.82359551,64.59101124
6.62129683,28.06214689,30.91173184,51.95865922
8.046490251,35.05681818,36.86472222,37.75416667
16.31306407,55.15340909,28.59415042,52.70278552
14.23286908,42.92937853,25.84761905,56.74229692
4.049804469,23.24858757,32.24301676,46.78743017
4.244138889,25.81586402,39.05833333,33.28638889
13.42064067,44.73087819,30.48077994,52.96211699
9.733426966,38.67887324,27.92346369,58.16927374
3.366731844,26.04532578,33.64883721,37.60872093
4.091166667,28.18926554,40.17444444,26.23138889
7.107047354,34.71751412,31.43342618,47.53008357
8.473865546,40.32485876,28.40724234,50.35682451
4.898826816,32.75637394,34.61277778,30.89166667
6.938972222,45.39660057,40.26416667,23.89194444
8.152980501,50,31.39387187,45.95793872
6.704636872,45.12747875,28.01305556,52.83361111
3.763052326,31.16666667,34.14548023,36.76723164
8.311666667,50.55524079,40.36805556,25.79472222
8.481002786,53.24576271,31.47075209,46.97799443
4.809108635,32.73371105,28.02444444,55.21805556
3.339055556,28.79886686,34.60835655,39.94791086
6.553777778,40.34463277,40.05611111,29.89916667
8.352590529,46.3427762,30.8637883,46.85849582
6.591166667,42.66288952,27.58869565,57.34637681
4.028305085,32.09322034,32.64711246,44.14893617
7.788055556,48.7592068,40.0025,27.60444444
12.88610028,58.79661017,30.80334262,43.5810585
8.557222222,48.64589235,26.79615385,58.65798817
4.718189415,41.63559322,32.20170455,43.07556818
6.081027778,41.67705382,39.34111111,26.58416667
13.70835655,57.63841808,30.12061281,51.41727019
10.20704348,50.2259887,27.07821229,57.8047486
4.237294833,33.62889518,33.30166667,41.81027778
4.136861111,30.73371105,39.35861111,25.46666667
12.95384401,57.1920904,30.74818942,31.85626741
7.685680473,42.47230321,27.50368272,45.12747875
2.683636364,24.45142857,33.90674157,37.41741573
3.647,23.90340909,39.75686275,29.40140056
6.093509749,30.70621469,30.94958217,46.81476323
5.916927374,31.75706215,28.51067416,55.89522472
1.421944444,12.49717514,34.60028409,40.640625
1.590833333,15.4375,40.60482955,32.99318182
3.124679666,25.30337079,32.21895044,49.11428571
4.487223796,31.96610169,29.21235632,56.22873563
2.75011236,25.88636364,35.46420455,39.03835227
4.785686275,33.84745763,42.04515152,27.48575758
6.066713092,36.70056497,32.2183391,49.26020761
5.118146067,36.17613636,28.60122951,59.95983607
4.294886364,33.32768362,28.81792115,55.29856631
8.018125,47.16477273,40.35943662,23.20732394
9.615451895,47.5819209,30.14017094,52.69145299
5.974913793,39.19774011,27.16303725,54.52464183
3.302926136,29.51704545,33.28613569,43.04011799
7.002575758,42.90340909,40.22011494,30.18821839
11.92453287,50.625,31.3933526,56.6982659
7.614795082,40.43502825,28.90028571,63.31914286
2.356451613,24.86440678,34.09020772,46.84391691
5.380225352,41.05084746,40.66763848,34.82827988
5.925299145,39.02259887,32.31396011,52.74131054
4.803008596,36.00564972,29.63418803,61.05185185
3.352684366,32.98870056,34.78,47.33971014
7.728218391,55.01129944,40.83361823,33.27777778
14.56407514,65.50857143,32.24597701,56.4341954
7.223171429,48.56565657,29.37014493,63.18347826
3.556765579,33.05084746,35.0260479,41.85958084
5.309241983,40.77620397,41.20601719,30.05243553
8.363333333,48.59206799,31.97293447,57.0022792
6.735641026,40.33615819,28.78387097,61.02756598
3.82,32.42776204,35.82869565,33.72811594
7.802364672,43.81355932,42.13409091,22.75909091
14.3641954,56.23512748,31.99119318,50.55738636
5.451304348,35.55807365,28.24529915,54.29487179
3.337814371,28.88700565,35.91685393,30.2008427
10.8065043,56.57507082,41.98628571,24.83142857
10.67868946,49.24362606,32.43994253,53.45287356
3.869970674,30.33898305,28.85885714,55.42857143
2.280782609,24.6440678,35.43684211,34.22017544
5.649744318,41.28045326,42.38401163,26.23866279
5.365028409,33.79661017,32.41520468,51.37105263
2.440997151,26.14124294,29.02151163,57.90348837
2.465955056,26.31728045,35.92222222,37.30292398
6.599257143,40.7733711,43.91594203,21.59797101
7.521810345,42.67323944,33.03184524,50.70803571
3.696828571,28.99433428,29.69909366,56.14531722
2.255116959,24.52824859,34.60277778,40.96728395
7.345959302,46.39376771,42.11005747,30.06781609
6.786491228,40.30028329,32.97758621,52.40833333
3.619563953,30.65254237,29.33052326,55.40639535
1.775233918,23.49858357,33.64264151,34.59283019
4.57426087,39.53409091,44.96283186,13.76946903
5.784583333,42.92937853,39.37484277,28.0572327
3.150151057,31.82436261,32.02126697,43.25429864
2.424074074,27.94334278,34.2566474,31.63294798
6.448793103,47.8220339,43.33595506,17.06123596
5.412557471,40.02266289,32.68704225,46.31098592
2.359738372,28.18130312,29.17535014,44.38795518
1.154792453,20.08881579,36.80619718,25.12957746
2.641902655,30.07082153,42.83844011,19.05626741
2.842012579,29.29378531,33.25762712,35.00649718
2.142669683,26.02549575,29.20056022,40.99047619
1.482543353,22.51549296,36.36796657,27.81559889
4.253623596,37.00852273,42.20056022,26.62128852
3.195915493,32.64971751,35.6,45.1
4.045210084,31.33994334,32.94176136,51.37159091
1.779830986,22.89830508,29.86704871,55.31031519
3.72551532,37.53672316,35.84351585,33.61325648
3.449180791,31.18465909,42.62774566,24.01473988
3.071596639,31.24293785,33.76186441,40.85649718
2.265598886,27.56090652,30.76973294,48.26498516
5.446246499,43.44886364,36.65710145,35.50753623
6.0190625,43.09631728,40.72079772,36.86438746
2.771174785,28.12711864,33.68954802,57.29915254
2.069106628,25.66384181,31.65847953,63.17105263
3.987427746,33.20454545,35.54071856,50.79101796
3.763446328,32.58356941,41.24542857,37.54542857
3.065548961,28.92067989,33.44772727,58.17017045
2.834144928,28.5960452,31.09568966,64.06178161
6.193618234,39.32954545,35.63584337,49.75512048
12.17935028,53.4305949,41.49289773,36.31335227
8.148070175,40.60339943,34.06836158,57.81836158
3.384281437,31.82485876,32.04690265,64.07315634
7.004742857,43.85511364,36.24942529,52.77902299
15.55551136,54.37853107,41.89827089,38.88299712
11.40318966,46.96883853,34.13211268,58.19887324
3.978614458,35.50991501,31.69201521,64.26197719
9.571164773,60.00564972,33.5615625,46.58375
